canonical_smiles,molecule_chembl_id,standard_value,value
COC1CCC2(CC1)Cc1ccc(OC3CC3)cc1C21NC(=S)N(C)C1=O,CHEMBL5873864,29.3,29.3
CO[C@H]1CC[C@]2(CC1)Cc1c(F)cccc1C21NC(=O)NC1=O,CHEMBL6031595,493.0,493.0
CO[C@H]1CC[C@]2(CC1)Cc1c(F)ccc(Br)c1C21NC(=O)NC1=O,CHEMBL6011682,2010.0,2010.0
CO[C@H]1CC[C@]2(CC1)Cc1c(F)ccc(-c3cccc(C#N)c3)c1C21N=C(N)N(C)C1=O,CHEMBL5785463,13500.0,13500.0
COC1CCC2(CC1)Cc1cc(F)ccc1C21N=C(SC)N(C)C1=O,CHEMBL5753187,825.0,825.0
COC1CCC2(CC1)Cc1cc(F)c(-c3cccc(C#N)c3)cc1C21NC(=S)N(C)C1=O,CHEMBL5975467,20.4,20.4
COC1CCC2(CC1)Cc1cc(F)c(C#CC3CC3)cc1C21NC(=S)N(C)C1=O,CHEMBL5954877,618.0,618.0
COC1CCC2(CC1)Cc1ccc(CCC(F)(F)F)cc1C21NC(=S)N(C)C1=O,CHEMBL5988479,11.6,11.6
CN1C(=O)C2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1CC21CCC(O)CC1,CHEMBL5778213,7.4,7.4
CN1C(=O)C2(N=C1NC(=O)OC(C)(C)C)c1cc(C#CC3CC3)ccc1CC21CCC(OC(=O)[C@H](Cc2ccc(OC(=O)OC(C)(C)C)cc2)NC(=O)OC(C)(C)C)CC1,CHEMBL5932566,640.0,640.0
COC1CCC2(CC1)Cc1ccc(C#CC3CC3)cc1C21NC(=S)NC1=O,CHEMBL5938819,29.2,29.2
CN1C(=O)C2(NC1=S)c1cc(Br)ccc1CC21CCC(Cc2ccccc2)CC1,CHEMBL5785139,634.0,634.0
CN1C(=O)NC2(C1=O)c1cc(Br)ccc1C[C@]21CC[C@H](N(C)C)CC1,CHEMBL6009246,1000.0,1000.0
COC(=O)c1cccc(CSC2NC3(C(=O)N2Cc2cccc(C(=O)OC)c2)c2cc(Br)ccc2CC32CCC(OC)CC2)c1,CHEMBL5754399,10.4,10.4
CN1C(=O)C2(N=C1N)c1cc(Br)ccc1CC21CCC(OC(F)F)CC1,CHEMBL6021171,20.0,20.0
CC(C)N1C(=O)NC2(C1=O)c1cc(Br)ccc1C[C@]21CC[C@@H](OC(F)F)CC1,CHEMBL5828029,151.0,151.0
CC(C)N1C(=O)NC2(C1=O)c1cc(Br)ccc1C[C@]21CC[C@@H](O)CC1,CHEMBL5775931,1580.0,1580.0
CC(C)N1C(=O)C2(NC1=S)c1cc(Br)ccc1CC21CCC(OC(F)F)CC1,CHEMBL5758246,14.8,14.8
CC(C)N1C(=O)NC2(C1=O)c1cc(B3OC(C)(C)C(C)(C)O3)ccc1CC21CCC(OC(F)F)CC1,CHEMBL5885068,15.7,15.7
CN1C(=O)C2(NC1=S)c1cc(-c3cccc(C#N)c3)ccc1CC21CCC(F)(F)CC1,CHEMBL6051154,126.0,126.0
CN1C(=O)NC2(C1=O)c1cc(Br)ccc1CC21CCC(F)(F)CC1,CHEMBL5942527,1357.0,1357.0
COC1CCC2(CC1)C(C)(C)c1ccc(C#N)cc1C21N=C(N)N(C)C1=O,CHEMBL5928929,3156.0,3156.0
COC1CCC2(CC1)Cc1ccc(C#CC3CC3)cc1C21NC(=S)N(Cc2nccs2)C1=O,CHEMBL5972041,17.4,17.4
COC1CCC2(CC1)Cc1ccc(C#CC3CC3)cc1C21NC(=S)N(Cc2ncco2)C1=O,CHEMBL5775907,14.8,14.8
COCC(C)N1C(=O)C2(NC1=S)c1cc(Br)ccc1CC21CCC(OC)CC1,CHEMBL5996607,139.0,139.0
COCC(C)N1C(=O)C2(N=C1N)c1cc(Br)ccc1CC21CCC(OC)CC1,CHEMBL5776318,333.0,333.0
COC(=O)CCN1C(=O)C2(NC1=S)c1cc(C#CC3CC3)ccc1CC21CCC(OC)CC1,CHEMBL5948368,4.7,4.7
COC1CCC2(CC1)Cc1ccc(C#CC3CC3)cc1C21NC(=S)N(Cc2nnc(C)o2)C1=O,CHEMBL6003356,4.3,4.3
COC1CCC2(CC1)Cc1ccc(C#CC3CC3)cc1C21NC(=S)N(Cc2cncnc2)C1=O,CHEMBL6005876,15.2,15.2
COC1CCC2(CC1)Cc1ccc(C#CC3CC3)cc1C21NC(=S)N(CCF)C1=O,CHEMBL5761055,5.3,5.3
COC1CCC2(CC1)Cc1ccc(C#CC3CC3)cc1C21NC(=S)N(CCN(C)S(C)(=O)=O)C1=O,CHEMBL5789150,9.3,9.3
COCCN1C(=O)C2(NC1=S)c1cc(C#CC3CC3)ccc1CC21CCC(OC)CC1,CHEMBL5986858,9.2,9.2
COCCN1C(=O)NC2(C1=O)c1cc(Br)ccc1CC21CCC(OC)CC1,CHEMBL5886004,48.9,48.9
COC1CCC2(CC1)Cc1ccc(CCC3CC3)cc1C21NC(=S)N(Cc2cccc(NS(C)(=O)=O)c2)C1=O,CHEMBL5998625,35.2,35.2
COC1CCC2(CC1)Cc1ccc(CCC3CC3)cc1C21NC(=S)N(CCN(C)C)C1=O,CHEMBL5990950,12.3,12.3
COC1CCC2(CC1)Cc1ccc(CCC3CC3)cc1C21NC(=S)N(Cc2ncco2)C1=O,CHEMBL6026413,11.2,11.2
COC1CCC2(CC1)Cc1ccc(CCC3CC3)cc1C21NC(=S)N(Cc2ccccc2C#N)C1=O,CHEMBL5844991,17.3,17.3
COC1CCC2(CC1)Cc1ccc(C#CC3CC3)cc1C21NC(=S)N(CCC(=O)OC(C)(C)C)C1=O,CHEMBL5854772,15.6,15.6
COC1CCC2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(SCc2nncn2C)N(Cc2nncn2C)C1=O,CHEMBL5879965,17.0,17.0
COC1CCC2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(SCC2CCO2)N(CC2CCO2)C1=O,CHEMBL5968408,7.3,7.3
COC1CCC2(CC1)Cc1ccc(Br)cc1C21N=C(SCC2CCO2)N(CC2CCO2)C1=O,CHEMBL5790815,13.7,13.7
CCC(C)SC1=NC2(C(=O)N1C(C)CC)c1cc(C#CC3CC3)ccc1CC21CCC(OC)CC1,CHEMBL5813420,22.2,22.2
CCCSC1=NC2(C(=O)N1CCC)c1cc(C#CC3CC3)ccc1CC21CCC(OC)CC1,CHEMBL6056210,5.2,5.2
CCCCSC1=NC2(C(=O)N1CCCC)c1cc(C#CC3CC3)ccc1CC21CCC(OC)CC1,CHEMBL6043055,7.1,7.1
COC1CCC2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(SCc2cccc(-c3nccs3)c2)N(Cc2cccc(-c3nccs3)c2)C1=O,CHEMBL5929619,10.3,10.3
COC1CCC2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(SCCN(C)C)N(CCN(C)C)C1=O,CHEMBL5762223,14.0,14.0
COC1CCC2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(SCCC(F)(F)F)N(CCC(F)(F)F)C1=O,CHEMBL5812884,16.1,16.1
COCCCSC1=NC2(C(=O)N1CCCOC)c1cc(CCC3CC3)ccc1CC21CCC(OC)CC1,CHEMBL5933780,7.4,7.4
COC1CCC2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(SCC2CCN(C)C2)N(CC2CCN(C)C2)C1=O,CHEMBL5815002,24.0,24.0
COC1CCC2(CC1)Cc1ccc(Br)cc1C21N=C(SCC2CCCO2)N(CC2CCCO2)C1=O,CHEMBL6057728,30.9,30.9
COC1CCC2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(SCC2CCCO2)N(CC2CCCO2)C1=O,CHEMBL5878933,11.6,11.6
COC1CCC2(CC1)Cc1ccc(Br)cc1C21N=C(SCC(F)(F)F)N(CC(F)(F)F)C1=O,CHEMBL6019890,19.5,19.5
COC1CCC2(CC1)Cc1ccc(-c3cncc(C#N)c3)cc1C21N=C(N)N(CC(F)(F)F)C1=O,CHEMBL5774065,22.5,22.5
COC1CCC2(CC1)Cc1ccc(Br)cc1C21N=C(NC(=O)OC(C)(C)C)N(CC(F)(F)F)C1=O,CHEMBL5850269,316.0,316.0
COC1CCC2(CC1)Cc1ccc(OCC3CC3)cc1C21N=C(SCC(F)(F)F)N(CC(F)(F)F)C1=O,CHEMBL5781381,13.5,13.5
COC1CCC2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(S[C@@H](C)c2ccccc2)N([C@H](C)c2ccccc2)C1=O,CHEMBL5853314,37.5,37.5
COC1CCC2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(SCCCN(C)C)N(CCCN(C)C)C1=O,CHEMBL5928073,21970.0,21970.0
COC1CCC2(CC1)Cc1ccc(CCC3CC3)cc1C21N=C(SCC(F)(F)F)N(CC(F)(F)F)C1=O,CHEMBL6048083,61.5,61.5
COC1CCC2(CC1)Cc1ccc(CCC3CC3)cc1C21N=C(N)N(Cc2nccs2)C1=O,CHEMBL5784928,16.0,16.0
CCC(CC)CSC1=NC2(C(=O)N1CC(CC)CC)c1cc(CCC3CC3)ccc1CC21CCC(OC)CC1,CHEMBL5859431,16.3,16.3
COC1CCC2(CC1)Cc1ccc(CCC3CC3)cc1C21N=C(SCc2ccccc2)N(Cc2ccccc2)C1=O,CHEMBL5859618,22.9,22.9
COC1CCC2(CC1)Cc1ccc(CCC3CC3)cc1C21N=C(SCc2cccc(F)c2)N(Cc2cccc(F)c2)C1=O,CHEMBL5877515,15.8,15.8
COC1CCC2(CC1)Cc1ccc(CCC3CC3)cc1C21N=C(SCc2ccccc2F)N(Cc2ccccc2F)C1=O,CHEMBL5778169,47.7,47.7
COC1CCC2(CC1)Cc1ccc(CCC3CC3)cc1C21N=C(SCc2cccc(C#N)c2)N(Cc2cccc(C#N)c2)C1=O,CHEMBL5783975,62.3,62.3
COc1cccc(CSC2=NC3(C(=O)N2Cc2cccc(OC)c2)c2cc(CCC4CC4)ccc2CC32CCC(OC)CC2)c1,CHEMBL5742082,192.0,192.0
COC1CCC2(CC1)Cc1ccc(CCC3CC3)cc1C21N=C(SCc2ccc(F)cn2)N(Cc2ccc(F)cn2)C1=O,CHEMBL5739747,12.5,12.5
COC1CCC2(CC1)Cc1ccc(CCC3CC3)cc1C21N=C(N)N([C@H](C)c2ccccc2)C1=O,CHEMBL5803935,81.1,81.1
COC1CCC2(CC1)Cc1ccc(CCC3CC3)cc1C21N=C(SCc2cscn2)N(Cc2cscn2)C1=O,CHEMBL5817031,8.8,8.8
COC1CCC2(CC1)Cc1ccc(CCC3CC3)cc1C21N=C(SCC2CCOCC2)C(CC2CCOCC2)C1=O,CHEMBL5792687,11.3,11.3
COC1CCC2(CC1)Cc1ccc(CCC3CC3)cc1C21N=C(SCC2CCO2)N(CC2CCO2)C1=O,CHEMBL5976537,16.5,16.5
COC1CCC2(CC1)Cc1ccc(CCC3CC3)cc1C21N=C(SCCc2nccs2)N(CCc2nccs2)C1=O,CHEMBL5784270,19.6,19.6
COC1CCC2(CC1)Cc1ccc(CCC3CC3)cc1C21NC(=S)N(Cc2nccs2)C1=O,CHEMBL6035505,7.8,7.8
COC1CCC2(CC1)Cc1ccc(CCC3CC3)cc1C21N=C(N)N(Cc2cccc(S(C)(=O)=O)c2)C1=O,CHEMBL6042053,15.4,15.4
CO[C@H]1CC[C@]2(CC1)Cc1ccc(Br)cc1C21N=C(N)N(C(C)c2cccnn2)C1=O,CHEMBL6052715,17.0,17.0
CN1C(=O)C2(N=C1NC(=O)OC(C)(C)C)c1cc(Br)ccc1CC21CCc2ccccc2CC1,CHEMBL6055269,74.6,74.6
COc1ccc2c(c1)C1(NC(=S)N(C)C1=O)C1(CCc3ccccc3CC1)C2,CHEMBL5927190,46.8,46.8
CN1C(=O)C2(NC1=S)c1cc(OCC3CC3)ccc1CC21CCc2ccccc2CC1,CHEMBL5944580,9.7,9.7
CC(C)N1C(=O)C2(NC1=S)c1cc(Br)ccc1CC21CCc2ccccc2CC1,CHEMBL5943233,19.1,19.1
CC(C)N1C(=O)C2(N=C1N)c1cc(Br)ccc1CC21CCc2ccccc2CC1,CHEMBL5889651,566.0,566.0
CC(C)N1C(=O)NC2(C1=O)c1cc(Br)ccc1CC21CCc2ccccc2CC1,CHEMBL5906449,91.4,91.4
CC(C)N1C(=O)NC2(C1=O)c1cc(B3OC(C)(C)C(C)(C)O3)ccc1CC21CCc2ccccc2CC1,CHEMBL5784156,79.3,79.3
CC(C)N1C(=O)C2(NC1=S)c1cc(OCC(F)(F)F)ccc1CC21CCc2ccccc2CC1,CHEMBL5995824,48.3,48.3
COCCN1C(=O)NC2(C1=O)c1cc(Br)ccc1CC21CCc2ccccc2CC1,CHEMBL5899936,16.1,16.1
CN1C(=O)C2(N=C1NC(=O)OC(C)(C)C)c1cc(Br)ccc1OC21CCc2ccccc2CC1,CHEMBL5878448,14.8,14.8
CN1C(=O)C2(N=C1N)c1cc(C#N)ccc1OC21CCc2ccccc2CC1,CHEMBL5858194,53.6,53.6
CN1C(=O)C2(NC1=S)c1cc(OCC3CC3)ccc1OC21CCc2ccccc2CC1,CHEMBL6014860,4.1,4.1
CN1C(=O)C2(NC1=S)c1cc(OCC(F)(F)F)ccc1OC21CCc2ccccc2CC1,CHEMBL5820169,7.0,7.0
CC(C)N1C(=O)C2(NC1=S)c1cc(Br)ccc1OC21CCc2ccccc2CC1,CHEMBL6023942,182.0,182.0
COC1CCC2(CC1)Cc1ccc(Br)cc1C21NC(=S)N(C(C)(C)C)C1=O,CHEMBL5867948,1674.0,1674.0
COC1CCC2(CC1)Cc1ccc(Br)cc1C21NC(=S)N(C2COC2)C1=O,CHEMBL6022033,55.8,55.8
C=CCN1C2(COS1(=O)=O)c1cc(Br)ccc1CC21CCC(OC)CC1,CHEMBL5912717,2336.0,2336.0
COC1CCC2(CC1)Oc1ccc(-c3cccc(C#N)c3)cc1C21CCSC(N)=N1,CHEMBL5842448,730.0,730.0
N#Cc1cccc(-c2ccc3c(c2)C2(CCSC(N)=N2)C2(CCc4ccccc4CC2)C3)c1,CHEMBL5851372,1166.0,1166.0
CCN1CC2(N=C1N)c1cc(-c3cc(F)cc(Cl)c3)ccc1CC21CCC(OC)CC1,CHEMBL6064779,340.0,340.0
C#Cc1cccc(-c2ccc3c(c2)C2(N=C(N)N(C)C2=O)C2(CCN(C(C)=O)CC2)O3)c1,CHEMBL5966607,1949.0,1949.0
Cc1noc2c1CC1(CC2)Oc2ccc(Br)cc2C12N=C(N)N(C)O2,CHEMBL6005361,207.0,207.0
Cc1noc2c1CC1(CC2)Cc2ccc(-c3cc(F)cc(Cl)c3)cc2C12N=C(N)N(C)O2,CHEMBL5802524,6.2,6.2
CN1OC2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1CC21CCCc2cnncc2C1,CHEMBL6031634,1351.0,1351.0
N#Cc1cccc(-c2ccc3c(c2)C(=O)C2(CC=C(OS(=O)(=O)C(F)(F)F)CC2)C3)c1,CHEMBL5911768,3703.0,3703.0
CSC1=NC2(C(=O)N1C)c1cc(Br)ccc1CC21CCc2noc(C)c2C1,CHEMBL5962656,16.7,16.7
Cc1onc2c1CC1(CC2)Cc2ccc(-c3cccc(Cl)c3)cc2C12N=C(N)N(C)C2=O,CHEMBL5943108,1.2,1.2
CSC1=NC2(C(=O)N1C)c1cc(C#CC3CC3)ccc1CC21CCc2noc(C)c2C1,CHEMBL5791021,2.8,2.8
CN1C(=O)C2(CC3(CC=CC3)c3ccc(Br)cc32)N=C1N,CHEMBL5923202,13500.0,13500.0
COC1CCC2(CC1)Cc1ccc(B3OC(C)(C)C(C)(C)O3)cc1C21NC(=O)N(C(C)C)C1=O,CHEMBL5955639,21.2,21.2
COC1CCC2(CC1)Cc1ccc(-c3cnc(C)s3)cc1[C@@]21N=C(N)N(C)C1=O,CHEMBL6019615,14.0,14.0
COC1CCC2(CC1)Cc1ccc(-c3cnc(C)s3)cc1[C@]21N=C(N)N(C)C1=O,CHEMBL5780538,691.0,691.0
COC1CCC2(CC1)Cc1ccc(OCC3CC3)cc1C21N=C(N)N(CCF)C1=O,CHEMBL5910800,6.8,6.8
COC1CCC2(CC1)Cc1ccc(OCC3CC3)cc1C21N=C(N)N(CC(F)F)C1=O,CHEMBL5947550,9.0,9.0
COC1CCC2(CC1)Cc1ccc(CCC(F)(F)F)cc1C21N=C(N)N(CCF)C1=O,CHEMBL5865271,16.0,16.0
COC1CCC2(CC1)Cc1ccc(OCC3CC3)cc1C21N=C(N)N(CCC(F)(F)F)C1=O,CHEMBL5945535,10.0,10.0
COC1CCC2(CC1)Cc1ccc(Sc3ccccc3)cc1C21N=C(N)N(C)C1=O,CHEMBL5943346,40.0,40.0
CCCSc1ccc2c(c1)C1(N=C(N)N(C)C1=O)C1(CCC(OC)CC1)C2,CHEMBL5873209,4.0,4.0
COC1CCC2(CC1)Cc1ccc(N3CCC(F)(F)C3)cc1C21NC(=S)N(C)C1=O,CHEMBL5786870,30.0,30.0
CN1C(=O)NC2(C1=O)c1cc(B3OC(C)(C)C(C)(C)O3)ccc1CC21CCC(OC(F)F)CC1,CHEMBL6015897,8.0,8.0
COC1CCC2(CC1)Cc1ccc(B3OC(C)(C)C(C)(C)O3)cc1C21NC(=O)N(CCF)C1=O,CHEMBL6042651,7.0,7.0
CO[C@H]1CC[C@]2(CC1)Cc1ccc(Oc3cccc(C#N)c3)cc1[C@@]21N=C(N)N(C)C1=O,CHEMBL5948790,7.0,7.0
N#Cc1ccc(C(=O)Nc2cccc(C3(CF)COCC(N)=N3)n2)nc1,CHEMBL6032553,270.0,270.0
NC1=NC(CF)(c2cccc(NC(=O)c3ccccn3)n2)COC1,CHEMBL5803533,550.0,550.0
NC(=S)c1ccc(C(=O)Nc2cc(C3(CF)COCC(N)=N3)ccn2)nc1,CHEMBL5872885,10000.0,10000.0
C[C@@]1(c2cccc(NC(=O)c3ccc(Cl)cn3)n2)CO[C@@](C)(C(F)(F)F)C(N)=N1,CHEMBL5826565,31.0,31.0
CC(F)(F)COc1cnc(C(=O)Nc2cccc([C@]3(C)CO[C@@](C)(C(F)(F)F)C(N)=N3)n2)c(N)n1,CHEMBL5918896,1200.0,1200.0
Cc1cc(OCC(C)(F)F)cnc1C(=O)Nc1ccc(F)c([C@]2(C)CO[C@@](C)(C(F)(F)F)C(N)=N2)n1,CHEMBL5925547,400.0,400.0
Cc1cc(C(F)F)cnc1C(=O)Nc1ccc(F)c([C@]2(C)CO[C@@](C)(C(F)(F)F)C(N)=N2)n1,CHEMBL5995000,26.0,26.0
C[C@@]1(c2nc(NC(=O)c3ncc(CC(F)F)nc3N)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,CHEMBL5941768,10000.0,10000.0
Cc1cn(C(F)F)nc1C(=O)Nc1ccc(F)c([C@]2(C)CO[C@@](C)(C(F)(F)F)C(N)=N2)n1,CHEMBL5879510,10.0,10.0
Cc1cc2c(nc1C(=O)Nc1ccc(F)c([C@]3(C)CO[C@@](C)(C(F)(F)F)C(N)=N3)n1)CCN2CC(F)F,CHEMBL5907352,10000.0,10000.0
COCCN1CCc2nc(C(=O)Nc3ccc(F)c([C@]4(C)CO[C@@](C)(C(F)(F)F)C(N)=N4)n3)c(Cl)cc21,CHEMBL5813321,7300.0,7300.0
C[C@@]1(c2nc(NC(=O)c3ccc(C#N)cn3)ccc2F)C[S@]2(=O)=NCCCCN2C(N)=N1,CHEMBL6014618,86.0,86.0
C[C@@]1(c2nc(NC(=O)c3ccc(C#N)cn3)ccc2F)C[S@@]2(=O)=NCCCCN2C(N)=N1,CHEMBL5895448,49.0,49.0
Cc1cc(C#N)cnc1C(=O)Nc1ccc(F)c([C@]2(C)C[S@@]3(=O)=NCCCCN3C(N)=N2)n1,CHEMBL6037996,36.0,36.0
N#Cc1ccc(C(=O)Nc2ccc(F)c([C@]3(CF)C[S@]4(=O)=NCCCCN4C(N)=N3)n2)nc1,CHEMBL5809271,96.0,96.0
N#Cc1ccc(C(=O)Nc2ccc(F)c([C@]3(CF)C[S@@]4(=O)=NCCCCN4C(N)=N3)n2)nc1,CHEMBL5818916,28.0,28.0
CC#Cc1ccc2sc3ccc([C@]4(C)CC(=O)N(C)C(=N)N4)cc3c2c1,CHEMBL5801008,26.0,26.0
CC#Cc1ccc2[nH]c([C@]3(C)CC(=O)N(C)C(=N)N3)c(Cl)c2c1,CHEMBL6056936,44.0,44.0
CC#Cc1ccc2sc3cc(F)c([C@]4(C)CC(=O)N(C)C(=N)N4)cc3c2c1,CHEMBL5769936,21.0,21.0
CC#Cc1ccc2c(c1)-c1cc([C@]3(C)CC(=O)N(C)C(=N)N3)ccc1S2(=O)=O,CHEMBL6039550,87.0,87.0
CC#Cc1ccc2c(c1)c1cc([C@]3(C)CC(=O)N(C)C(=N)N3)ccc1[s+]2[O-],CHEMBL5984760,48.0,48.0
CC#Cc1ccc2c(c1)-c1cc([C@]3(C)CC(=O)N(C)C(=N)N3)ccc1C2(C)C,CHEMBL5980156,300.0,300.0
CC#Cc1ccc2c(c1)-c1cc([C@]3(C)CC(=O)N(C)C(=N)N3)ccc1C2(F)F,CHEMBL5798364,300.0,300.0
CN1C(=N)N[C@](C)(c2ccc3sc4ccc(C#N)cc4c3c2)CC1=O,CHEMBL5935555,300.0,300.0
COCC#Cc1ccc2sc3ccc([C@]4(C)CC(=O)N(C)C(=N)N4)cc3c2c1,CHEMBL5883003,218.0,218.0
CN1C(=N)N[C@](C)(c2ccc3sc4ccc(C#CCO)cc4c3c2)CC1=O,CHEMBL5832344,17.0,17.0
CN1C(=N)N[C@](C)(c2ccc3sc4ccc(Br)cc4c3c2)CC1=O,CHEMBL5862197,300.0,300.0
CCCc1ccc2sc3ccc([C@]4(C)CC(=O)N(C)C(=N)N4)cc3c2c1,CHEMBL5810583,300.0,300.0
CN1C(=N)N[C@](C)(c2ccc3sc4ccc(C5CC5)cc4c3c2)CC1=O,CHEMBL5788719,78.0,78.0
CN1C(=N)N[C@](C)(c2ccc3sc4ccc(C(N)=O)cc4c3c2)CC1=O,CHEMBL5870249,300.0,300.0
CCN(CC)c1ccc2sc3ccc([C@]4(C)CC(=O)N(C)C(=N)N4)cc3c2c1,CHEMBL5889835,300.0,300.0
CN1C(=N)N[C@](C)(c2ccc3sc4ccc(C(F)(F)F)cc4c3c2)CC1=O,CHEMBL6023685,81.0,81.0
CC#Cc1ccc2sc3ccc([C@]4(C5CC5)CC(=O)N(C)C(=N)N4)cc3c2c1,CHEMBL6064393,300.0,300.0
CC#Cc1ccc2sc3ccc([C@@]4(C)NC(=N)OCC4(F)F)cc3c2c1,CHEMBL5857880,202.0,202.0
CC#Cc1ccc2sc3ccc([C@]4(C)CS(=O)(=O)C(C)(C)C(=N)N4)cc3c2c1,CHEMBL5949355,39.0,39.0
CC#Cc1ccc2sc3ccc([C@]4(C)CS(=O)(=O)N(C)C(=N)N4)cc3c2c1,CHEMBL5750247,300.0,300.0
CC#Cc1ccc2sc3ccc([C@]4(C)CC(=O)N(CC(F)F)C(=N)N4)cc3c2c1,CHEMBL5842666,300.0,300.0
CC#Cc1ccc2sc3ccc([C@]4(C)CC(=O)N(CCOC)C(=N)N4)cc3c2c1,CHEMBL5970563,300.0,300.0
CC#Cc1ccc2sc3cc(F)c([C@]4(C)CS(=O)(=O)C(C)(C)C(=N)N4)cc3c2c1,CHEMBL5906237,25.0,25.0
CC#Cc1ccc2sc3ccc([C@]4(C)CN(C)C(=O)C(=N)N4)cc3c2c1,CHEMBL5978229,300.0,300.0
CC#Cc1ccc2sc3cc(Cl)c([C@]4(C)CC(=O)N(C)C(=N)N4)cc3c2c1,CHEMBL5873252,44.0,44.0
C[C@@]1(c2cc(/C=C(\F)c3ccc(Cl)cn3)ccc2F)C=CSC(N)=N1,CHEMBL5756656,220.0,220.0
C[C@@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)C=CSC(N)=N1,CHEMBL6044447,98.0,98.0
C[C@@]1(c2cc(/C=C(\F)c3ccc(Cl)cn3)ccc2F)CCSC(N)=N1,CHEMBL5882454,124.0,124.0
C[C@@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)CCSC(N)=N1,CHEMBL5853374,74.0,74.0
COC(=O)[C@H]1C[C@@](C)(c2cc(/C=C(\F)c3ccc(Cl)cn3)ccc2F)N=C(N)S1,CHEMBL5820925,212.0,212.0
COC(=O)[C@@H]1C[C@@](C)(c2cc(/C=C(\F)c3ccc(Cl)cn3)ccc2F)N=C(N)S1,CHEMBL5890666,45.0,45.0
COC(=O)[C@]1(C)C[C@@](C)(c2cc(/C=C(\F)c3ccc(Cl)cn3)ccc2F)N=C(N)S1,CHEMBL5800331,54.0,54.0
COC(=O)[C@@]1(C)C[C@@](C)(c2cc(/C=C(\F)c3ccc(Cl)cn3)ccc2F)N=C(N)S1,CHEMBL5831118,68.0,68.0
COC(=O)[C@@]1(C)C[C@@](C)(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S1,CHEMBL6051464,16.0,16.0
COC(=O)[C@]1(C)C[C@@](C)(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S1,CHEMBL5784659,16.0,16.0
C[C@@]1(C(=O)N2CCOCC2)C[C@@](C)(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S1,CHEMBL5965843,4.0,4.0
C[C@]1(C(=O)N2CCOCC2)C[C@@](C)(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S1,CHEMBL5845246,98.0,98.0
C#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@]3(C)C[C@](C)(C(=O)NC)SC(N)=N3)c2)cn1,CHEMBL5760826,37.0,37.0
C#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@]3(C)C[C@@](C)(C(=O)NC)SC(N)=N3)c2)cn1,CHEMBL5856531,22.0,22.0
C#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@]3(C)C[C@@](C)(C(=O)N4CCOCC4)SC(N)=N3)c2)cn1,CHEMBL5850774,6.0,6.0
C#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@]3(C)C[C@@](C)(C(=O)NCC(F)F)SC(N)=N3)c2)cn1,CHEMBL5784969,24.0,24.0
CNC(=O)[C@]1(C)C[C@@](C)(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S1,CHEMBL6017579,25.0,25.0
N#Cc1ccc(C#Cc2ccc(F)c([C@@]3(CF)N=C(N)S[C@@]4(CO)C[C@H]43)c2)nc1,CHEMBL5893407,80.0,80.0
N#Cc1ccc(C#Cc2ccc(F)c([C@@]3(CF)N=C(N)S[C@@]4(CF)C[C@H]43)c2)nc1,CHEMBL6055062,104.0,104.0
NC1=N[C@](CF)(c2cc(C#Cc3ccc(Cl)cn3)ccc2F)[C@@H]2C[C@]2(CF)S1,CHEMBL5834170,182.0,182.0
N#Cc1cnc(C#Cc2ccc(F)c([C@@]3(CF)N=C(N)S[C@@]4(CF)C[C@H]43)c2)cn1,CHEMBL6044030,86.0,86.0
Cc1cc(C#N)cnc1C#Cc1ccc(F)c([C@@]2(CF)N=C(N)S[C@@]3(CF)C[C@H]32)c1,CHEMBL5769047,38.0,38.0
CC#CCOc1ccc(C#Cc2ccc(F)c([C@@]3(CF)N=C(N)S[C@@]4(CF)C[C@H]43)c2)nc1,CHEMBL5842804,96.0,96.0
N#CC[C@]12C[C@H]1[C@@](CF)(c1cc(C#Cc3ccc(C#N)cn3)ccc1F)N=C(N)S2,CHEMBL6028670,84.0,84.0
